id,planning_area_name,inhabitants,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
07601341,Diedersdorfer Weg,2284,-0.21077,,-0.1756,-0.41975,-0.80612,-0.27276,mittel,-0.5408
07601442,Kettinger Straße,10498,-0.71562,,-0.67633,-0.57262,-1.96457,-0.66472,mittel,-0.7126
07601443,Töpchiner Weg,10895,-0.63713,,-0.29915,-0.22275,-1.15903,-0.39216,mittel,-0.35674
07601544,John-Locke-Straße,8485,0.45114,,0.29762,0.2008,0.94956,0.32129,mittel,0.05528
07601545,Nahariyastraße,8431,1.49662,,1.95119,1.98422,5.43203,1.83796,sehr niedrig,0.32719
07601546,Franziusweg,6978,-1.04991,,-0.91353,-0.97314,-2.93658,-0.99361,mittel,-0.65785
07601547,Horstwalder Straße,3859,-0.24264,,-0.16607,0.19438,-0.21433,-0.07252,mittel,-0.06323
07601548,Wittelsbacherstraße,2964,-1.19528,,-0.85677,-0.56008,-2.61213,-0.88383,mittel,-0.9496
08100101,Hasenheide,4516,1.42028,,1.17388,0.95332,3.54748,1.20031,niedrig,1.00362
08100102,Schillerpromenade Nord,8218,1.14625,,0.74798,0.79982,2.69405,0.91155,mittel,0.96422
08100103,Schillerpromenade Süd,7473,1.21535,,0.87806,0.91877,3.01218,1.01919,niedrig,0.96248
08100104,Wartheplatz,6706,2.07283,,1.46076,1.86618,5.39977,1.82704,sehr niedrig,2.32246
08100105,Silbersteinstraße,5567,2.29708,,1.91292,2.27366,6.48366,2.19378,sehr niedrig,1.86733
08100206,Flughafenstraße,9668,1.11321,,0.99949,1.11758,3.23028,1.09298,niedrig,0.90909
08100207,Rollberg,7451,2.64126,,2.18125,1.69052,6.51303,2.20372,sehr niedrig,2.99865
08100208,Körnerpark,12288,1.62229,,1.19479,1.51565,4.33273,1.466,niedrig,2.05028
08100209,Glasower Straße,8524,2.28534,,1.78534,1.88441,5.95509,2.01494,sehr niedrig,2.01647
08100310,Maybachufer,7877,0.28818,,0.35179,0.25451,0.89448,0.30265,mittel,0.38481
08100311,Reuterplatz,7342,0.1827,,0.17986,-0.00757,0.35499,0.12011,mittel,0.37358
08100312,Weichselplatz,11788,0.79058,,0.67765,0.71609,2.18432,0.73908,mittel,0.96847
08100313,Bouchéstraße,3868,1.08992,,0.8067,0.88265,2.77927,0.94038,mittel,1.14847
08100314,Donaustraße,8264,1.33675,,1.281,1.6618,4.27955,1.44801,niedrig,1.72263
08100415,Ganghoferstraße,6530,0.86455,,0.75144,0.83749,2.45348,0.83015,mittel,1.10876
08100416,Alt-Rixdorf,6562,1.02149,,0.82644,0.70675,2.55468,0.86439,mittel,1.08312
08100417,Braunschweiger Straße,9919,1.76388,,1.28864,1.42372,4.47624,1.51456,sehr niedrig,1.88417
08100418,Hertzbergplatz,9588,0.92349,,0.66385,0.80531,2.39265,0.80957,mittel,0.79731
08100419,Treptower Straße Nord,7100,2.9451,,2.53467,2.6291,8.10887,2.74368,sehr niedrig,3.21896
08100520,Weiße Siedlung,5767,3.75014,,3.37192,2.58111,9.70317,3.28312,sehr niedrig,4.70505
08100521,Schulenburgpark,9620,4.35589,,3.6283,3.01048,10.99467,3.72011,sehr niedrig,4.17005
08200622,Jahnstraße,5608,3.0972,,2.41458,2.18284,7.69462,2.60352,sehr niedrig,2.69858
08200623,Park am Buschkrug,6064,0.80159,,0.88585,0.67713,2.36457,0.80007,mittel,1.18878
08200624,Tempelhofer Weg,8754,1.58007,,1.26825,1.46117,4.30949,1.45814,niedrig,1.56421
08200725,Mohriner Allee Nord,2455,-0.12099,,-0.64524,-0.60749,-1.37372,-0.46481,mittel,1.54562
08200726,Hufeisensiedlung,6271,0.10752,,0.03682,-0.05737,0.08697,0.02943,mittel,0.5878
08200727,Parchimer Allee Süd,7983,0.41755,,0.14774,0.5578,1.12309,0.38,mittel,0.16778
08200728,Ortolanweg,1253,0.40915,,0.83724,0.81175,2.05814,0.69638,mittel,-0.144
08200729,Britzer Garten,1865,-0.50284,,-0.74007,-0.93808,-2.18099,-0.73795,mittel,-0.58777
08200730,Handwerker-Siedlung,3321,0.6887,,-0.22388,-0.22041,0.24441,0.0827,mittel,2.63942
08200831,Buckow West,8320,-0.0874,,-0.41869,-0.21527,-0.72136,-0.24408,mittel,0.68832
08200832,Buckow Mitte,11578,0.41781,,0.06462,0.49639,0.97882,0.33119,mittel,1.16832
08200833,Buckow Ost,8698,1.2474,,0.81658,1.18042,3.2444,1.09776,niedrig,2.10835
08300934,Gropiusstadt Nord-West,12534,2.01046,,1.4208,1.59485,5.02611,1.70061,sehr niedrig,2.67856
08300935,Gropiusstadt Süd-West,7303,0.79814,,0.4059,0.97817,2.18221,0.73836,mittel,0.78394
08301036,Gropiusstadt Mitte,7190,1.64148,,1.24279,1.23123,4.1155,1.3925,niedrig,1.77912
08301037,Gropiusstadt Süd-Ost,10564,2.12585,,1.49582,1.4575,5.07917,1.71857,sehr niedrig,2.95348
08401138,Goldhähnchenweg,2834,1.31373,,0.90093,1.45789,3.67255,1.24263,niedrig,0.09303
08401139,Vogelviertel Süd,4103,-0.01774,,-0.38583,-0.06489,-0.46846,-0.15851,mittel,1.26034
08401140,Vogelviertel Nord,2661,-0.04385,,-0.22065,-0.16004,-0.42454,-0.14365,mittel,0.58506
08401241,Blumenviertel,8264,-0.65457,,-0.75838,-0.51705,-1.93,-0.65303,mittel,-0.34856
08401242,Zittauer Straße,6844,-0.85155,,-0.83921,-0.53468,-2.22544,-0.75299,mittel,-0.56848
08401243,Alt-Rudow,9997,0.13719,,-0.24393,0.09984,-0.0069,-0.00233,mittel,0.67194
08401244,Waßmannsdorfer Chaussee,7118,-0.89371,,-0.93983,-0.80701,-2.64055,-0.89345,mittel,-0.51625
08401245,Frauenviertel,3776,-0.58213,,-0.25186,-0.22769,-1.06168,-0.35923,mittel,-0.05559
08401246,Waltersdorfer Chaussee Ost,7951,-0.14695,,-0.21889,0.06457,-0.30127,-0.10194,mittel,0.43771
09100101,Alt-Treptow,13167,-0.0775,,-0.19927,-0.48548,-0.76225,-0.25791,mittel,-0.77079
09100202,Plänterwald West,4375,-0.66047,,-0.71635,-0.97034,-2.34716,-0.79417,mittel,-0.26488
09100203,Plänterwald Ost,6924,0.21458,,-0.2225,0.36559,0.35767,0.12102,mittel,0.3452
09100304,Baumschulenweg West,11722,-0.20495,,-0.57632,-0.43356,-1.21483,-0.41104,mittel,0.05259
09100305,Baumschulenweg Ost,4074,0.55368,,-0.37065,-0.49729,-0.31426,-0.10633,mittel,1.33872
09100306,Späthsfelde,3098,-0.56684,,-0.4803,-0.1234,-1.17054,-0.39606,mittel,1.44464
09100407,Johannisthal West,8480,-0.3317,,-0.67667,-0.39335,-1.40172,-0.47428,mittel,-0.30831
09100408,Johannisthal Ost,8105,-0.30316,,-0.38012,-0.32683,-1.01011,-0.34178,mittel,-0.43406
09100409,Landschaftspark Adlershof,3375,-1.19181,,-0.89853,-0.84528,-2.93562,-0.99328,mittel,-1.21823
09200510,Helmholtz-Kiez,7535,1.04,,0.76244,1.07348,2.87592,0.97308,mittel,0.12629
09200511,Griechischer Park,12663,0.49113,,0.45382,0.45724,1.40219,0.47444,mittel,0.2839
09200512,Wuhlheide,3440,0.82012,,0.13736,0.36912,1.3266,0.44886,mittel,-0.55691
09200613,Bahnhof Schöneweide,9424,0.11942,,0.07064,0.30723,0.49729,0.16826,mittel,-0.58948
09200614,Oberspree,3580,-0.18342,,-0.44969,-0.0857,-0.71881,-0.24321,mittel,-0.53203
09200715,Wista,3059,-1.14619,,-0.84575,-0.57923,-2.57117,-0.86997,mittel,-0.47206
09200716,Dörpfeldstraße West,7669,0.05154,,-0.22732,-0.03842,-0.2142,-0.07248,mittel,0.06627
